name,palette,source
SpiritedMedium,"['#1F262EFF', '#353831FF', '#833437FF', '#8F8093FF', '#67B9E9FF', '#C3AF97FF', '#B7D9F2FF']",ghibli
SpiritedDark,"['#0F1217FF', '#1A1C17FF', '#411A1BFF', '#474048FF', '#345C75FF', '#61574BFF', '#5B6B78FF']",ghibli
YesterdayLight,"['#768185FF', '#7E8C97FF', '#88988DFF', '#9DAFC3FF', '#B1D5BBFF', '#ECE28BFF', '#C3DAEAFF']",ghibli
YesterdayMedium,"['#061A21FF', '#132E41FF', '#26432FFF', '#4D6D93FF', '#6FB382FF', '#DCCA2CFF', '#92BBD9FF']",ghibli
YesterdayDark,"['#030E12FF', '#0B1924FF', '#15251AFF', '#2A3C50FF', '#3E6248FF', '#796F18FF', '#506777FF']",ghibli
KikiLight,"['#8E8C8FFF', '#9A9AA2FF', '#D98594FF', '#86C2DAFF', '#D0C1AAFF', '#C0DDE1FF', '#E9DBD0FF']",ghibli
KikiMedium,"['#1C1A1FFF', '#333544FF', '#B50A2AFF', '#0E84B4FF', '#9E8356FF', '#7EBAC2FF', '#D1B79EFF']",ghibli
KikiDark,"['#0E0C0FFF', '#1A1A22FF', '#590514FF', '#06425AFF', '#50412AFF', '#405D61FF', '#695B50FF']",ghibli
TotoroLight,"['#85898AFF', '#959492FF', '#AC9D96FF', '#A8A6A9FF', '#A1B1C8FF', '#D6C0A9FF', '#DCD3C4FF']",ghibli
TotoroMedium,"['#0A1215FF', '#2D2A25FF', '#583B2BFF', '#534C53FF', '#446590FF', '#AD8152FF', '#BBA78CFF']",ghibli
TotoroDark,"['#05090AFF', '#151412FF', '#2C1D16FF', '#282629FF', '#213148FF', '#564029FF', '#5C5344FF']",ghibli
bright,"['#4477AAFF', '#EE6677FF', '#228833FF', '#CCBB44FF', '#66CCEEFF', '#AA3377FF', '#BBBBBBFF']",khroma
vibrant,"['#EE7733FF', '#0077BBFF', '#33BBEEFF', '#EE3377FF', '#CC3311FF', '#009988FF', '#BBBBBBFF']",khroma
Tangerine,"['#EF562AFF', '#EC921DFF', '#F7B449FF', '#FFED00FF', '#1BB6AFFF', '#9093A2FF', '#132157FF']",LaCroixColoR
KiwiSandia,"['#D18F55FF', '#FF3F38FF', '#FF8C8DFF', '#AFDE62FF', '#3CBC38FF', '#4F5791FF', '#132157FF']",LaCroixColoR
Archambault,"['#88A0DCFF', '#381A61FF', '#7C4B73FF', '#ED968CFF', '#AB3329FF', '#E78429FF', '#F9D14AFF']",MetBrewer
Austria,"['#A40000FF', '#16317DFF', '#007E2FFF', '#FFCD12FF', '#B86092FF', '#721B3EFF', '#00B7A7FF']",MetBrewer
Degas,"['#591D06FF', '#96410EFF', '#E5A335FF', '#556219FF', '#418979FF', '#2B614EFF', '#053C29FF']",MetBrewer
Derain,"['#EFC86EFF', '#97C684FF', '#6F9969FF', '#AAB5D5FF', '#808FE1FF', '#5C66A8FF', '#454A74FF']",MetBrewer
Hokusai1,"['#6D2F20FF', '#B75347FF', '#DF7E66FF', '#E09351FF', '#EDC775FF', '#94B594FF', '#224B5EFF']",MetBrewer
Moreau,"['#421600FF', '#792504FF', '#BC7524FF', '#8DADCAFF', '#527BAAFF', '#104839FF', '#082844FF']",MetBrewer
Nattier,"['#52271CFF', '#944839FF', '#C08E39FF', '#7F793CFF', '#565C33FF', '#184948FF', '#022A2AFF']",MetBrewer
OKeeffe2,"['#FBE3C2FF', '#F2C88FFF', '#ECB27DFF', '#E69C6BFF', '#D37750FF', '#B9563FFF', '#92351EFF']",MetBrewer
Pissaro,"['#134130FF', '#4C825DFF', '#8CAE9EFF', '#8DC7DCFF', '#508CA7FF', '#1A5270FF', '#0E2A4DFF']",MetBrewer
Tsimshian,"['#582310FF', '#AA361DFF', '#82C45FFF', '#318F49FF', '#0CB4BBFF', '#2673A3FF', '#473D7DFF']",MetBrewer
VanGogh1,"['#2C2D54FF', '#434475FF', '#6B6CA3FF', '#969BC7FF', '#87BCBDFF', '#89AB7CFF', '#6F9954FF']",MetBrewer
Veronese,"['#67322EFF', '#99610AFF', '#C38F16FF', '#6E948CFF', '#2C6B67FF', '#175449FF', '#122C43FF']",MetBrewer
CraterLake,"['#7DCCD3FF', '#4E7147FF', '#BE9C9DFF', '#F7ECD8FF', '#376597FF', '#9888A5FF', '#DBA662FF']",nationalparkcolors
Banff,"['#006475FF', '#00A1B7FF', '#55CFD8FF', '#586028FF', '#898928FF', '#616571FF', '#9DA7BFFF']",NatParksPalettes
BryceCanyon,"['#882314FF', '#C0532BFF', '#CF932CFF', '#674D53FF', '#8C86A0FF', '#724438FF', '#D5AB85FF']",NatParksPalettes
CraterLake,"['#1D4A79FF', '#794C23FF', '#6B7444FF', '#6089B5FF', '#BF9785FF', '#275E4DFF', '#807B7FFF']",NatParksPalettes
DeathValley,"['#8C2B0EFF', '#C5692DFF', '#FEB359FF', '#132F5BFF', '#435F90FF', '#68434EFF', '#B47E83FF']",NatParksPalettes
GrandCanyon,"['#521E0FFF', '#9C593EFF', '#DDA569FF', '#3F4330FF', '#8E7E3CFF', '#2A4866FF', '#6592B0FF']",NatParksPalettes
RockyMtn,"['#274C31FF', '#A3AEB5FF', '#2F4B6AFF', '#8F8081FF', '#3F7156FF', '#6F89A7FF', '#5B5443FF']",NatParksPalettes
SmokyMtns,"['#42511AFF', '#889D35FF', '#D3D175FF', '#B50200FF', '#DA6C41FF', '#7C6E66FF', '#BCAFA6FF']",NatParksPalettes
nuggets_80s,"['#041E42FF', '#041E42FF', '#FFCD00FF', '#E4002BFF', '#FF6720FF', '#0032A0FF', '#AC145AFF']",nbapalettes
nuggets_city2,"['#010101FF', '#C8102EFF', '#FF6720FF', '#FFC72CFF', '#009739FF', '#1D4289FF', '#702F8AFF']",nbapalettes
suns,"['#211747FF', '#FFA400FF', '#CB6015FF', '#A9431EFF', '#B1B3B3FF', '#5B6770FF', '#010101FF']",nbapalettes
algoma_forest,"['#4B4B4BFF', '#967D4BFF', '#AFAF7DFF', '#C89632FF', '#647D64FF', '#96AFAFFF', '#7D96AFFF']",nord
baie_mouton,"['#304890FF', '#7890A8FF', '#90A8C0FF', '#A8A8A8FF', '#C0C0A8FF', '#6A7E4FFF', '#304848FF']",nord
tasmania,"['#A84830FF', '#D89060FF', '#604830FF', '#6090D8FF', '#C0C0D8FF', '#606030FF', '#486030FF']",ochRe
winmar,"['#D8D8D8FF', '#609060FF', '#183030FF', '#A8C090FF', '#604848FF', '#D8C0A8FF', '#A86048FF']",ochRe
williams_pilbara,"['#D23C1EFF', '#965A3CFF', '#B4783CFF', '#B4D2D2FF', '#96B4B4FF', '#96B4D2FF', '#7896B4FF']",ochRe
ninetales,"['#F8D068FF', '#D09848FF', '#F8E8A0FF', '#986010FF', '#B01000FF', '#F86828FF', '#F8F8F8FF']",palettetown
dewgong,"['#E0E0F0FF', '#C0C8E8FF', '#405080FF', '#98A0B8FF', '#F8F8F8FF', '#807878FF', '#D0C8C8FF']",palettetown
aerodactyl,"['#C8D0D8FF', '#90A8B0FF', '#305058FF', '#E8F0F8FF', '#F8F8F8FF', '#883030FF', '#401060FF']",palettetown
steelix,"['#8098A8FF', '#485878FF', '#B8C8C0FF', '#D8E0D8FF', '#383850FF', '#F8F8F8FF', '#D05040FF']",palettetown
baltoy,"['#605050FF', '#98A040FF', '#C0C060FF', '#E0E0A8FF', '#F09050FF', '#D84060FF', '#808060FF']",palettetown
Kea,"['#6C803AFF', '#7B5C34FF', '#AB7C47FF', '#CCAE42FF', '#D73202FF', '#272318FF', '#D3CDBFFF']",Manu
Levine2,"['#E3C1CBFF', '#AD5A6BFF', '#C993A2FF', '#365C83FF', '#384351FF', '#4D8F8BFF', '#CDD6ADFF']",MoMAColors
Panton,"['#E84A00FF', '#BB1D2CFF', '#9B0C43FF', '#661F66FF', '#2C1F62FF', '#006289FF', '#004759FF']",MoMAColors
Sidhu,"['#AF4646FF', '#762B35FF', '#005187FF', '#251C4AFF', '#78ADB7FF', '#4C9A77FF', '#1B7975FF']",MoMAColors
VanGogh,"['#C3A016FF', '#C3D878FF', '#58A787FF', '#8EBACDFF', '#246893FF', '#163274FF', '#0C1F4BFF']",MoMAColors
Warm,"['#C40909FF', '#D8D508FF', '#ED6E00FF', '#E80032FF', '#8C0B0BFF', '#E4AA04FF', '#750000FF']",palettesForR
dominion,"['#313131FF', '#255268FF', '#620062FF', '#63A542FF', '#A5C6D6FF', '#B5D6A5FF', '#B900B9FF']",trekcolors
lcars_23c,"['#0000FFFF', '#99CCFFFF', '#6666FFFF', '#99FF66FF', '#009900FF', '#FF6633FF', '#66CCFFFF']",trekcolors
AirNomads,"['#FF9933FF', '#C24841FF', '#FFFF33FF', '#8B5B45FF', '#87AFD1FF', '#EEB05AFF', '#DBC5A0FF']",tvthemes
Stannis,"['#FF0000FF', '#FF8D1AFF', '#FFD700FF', '#B20000FF', '#CC6600FF', '#FFFF66FF', '#000000FF']",tvthemes
Manderly,"['#40E0D0FF', '#808080FF', '#00FF00FF', '#282828FF', '#015202FF', '#195953FF', '#FFFFFFFF']",tvthemes
Arryn,"['#007FFFFF', '#7FBFFFFF', '#001933FF', '#4C4CFFFF', '#FFEFB2FF', '#A89797FF', '#FFFFFFFF']",tvthemes
RoseQuartz,"['#E284B3FF', '#84043CFF', '#AC74C4FF', '#F68CECFF', '#C43CC4FF', '#9B5275FF', '#B5DAE3FF']",tvthemes
Peridot,"['#053E21FF', '#FEFF91FF', '#92D895FF', '#74AC64FF', '#CCC42CFF', '#92F96AFF', '#4C7434FF']",tvthemes
LapisLazuli,"['#0064C3FF', '#9FEEF0FF', '#041859FF', '#4682B4FF', '#00C4FAFF', '#00005BFF', '#000000FF']",tvthemes
Sapphire,"['#007FFFFF', '#7FBFFFFF', '#001933FF', '#4C4CFFFF', '#FFEFB2FF', '#A89797FF', '#FFFFFFFF']",tvthemes
Emerald,"['#33E059FF', '#2CC012FF', '#76FACCFF', '#4C4CFFFF', '#DCFA5AFF', '#8EE575FF', '#34963CFF']",tvthemes
Nephrite,"['#202E13FF', '#83C874FF', '#35782BFF', '#0C120BFF', '#3B3616FF', '#6E7469FF', '#204519FF']",tvthemes
Aquamarine,"['#7FF9F7FF', '#0B2483FF', '#0F8CDEFF', '#4C4CFFFF', '#040509FF', '#23B4DCFF', '#3C7084FF']",tvthemes
CrazyLaceAgate,"['#FBA475FF', '#4C84A3FF', '#F46124FF', '#4DACD9FF', '#C2421CFF', '#761445FF', '#FAD457FF']",tvthemes
Opal,"['#C3F9E9FF', '#8491BEFF', '#CC8CBBFF', '#4685A0FF', '#FBF5A3FF', '#864568FF', '#D3FEC8FF']",tvthemes
hyperBubble,"['#852942FF', '#FA41CAFF', '#F599A6FF', '#ECE976FF', '#44B05BFF', '#96BDE4FF', '#792096FF']",vapoRwave
firefly,"['#5D3426FF', '#BEA58AFF', '#964536FF', '#85624FFF', '#D9BBA2FF', '#874E45FF', '#3E211AFF']",werpals
BottleRocket1,"['#A42820FF', '#5F5647FF', '#9B110EFF', '#3F5151FF', '#4E2A1EFF', '#550307FF', '#0C1707FF']",wesanderson
eternal,"['#170C2EFF', '#751029FF', '#52194CFF', '#473B75FF', '#4D709CFF', '#6F766BFF', '#92ADC4FF']",yarrr
usualsuspects,"['#323337FF', '#534C53FF', '#3F516AFF', '#9B6659FF', '#E83B41FF', '#9F9CA2FF', '#EAAE9DFF']",yarrr
ohbrother,"['#1A0F0AFF', '#3D291AFF', '#715639FF', '#747D6DFF', '#AD9D0BFF', '#94C4DFFF', '#E6DDA8FF']",yarrr
ipod,"['#D7D7D7FF', '#F3AEAFFF', '#AEADB0FF', '#9ED9BFFF', '#5CCBEBFF', '#DEEB61FF', '#F2F2F2FF']",yarrr
ppalette,"['#F7DC05FF', '#3D98D3FF', '#EC0B88FF', '#5E35B1FF', '#F9791EFF', '#3DD378FF', '#C6C6C6FF', '#444444FF']",awtools
X40,"['#042F49FF', '#096590FF', '#3394BBFF', '#8DB576FF', '#418877FF', '#146252FF', '#B06429FF', '#E5AE8DFF']",beyonce
X92,"['#373239FF', '#6E2B3DFF', '#A21C3FFF', '#E9003FFF', '#E783A9FF', '#EDEDEDFF', '#EEEEEEFF', '#EFEFEFFF']",beyonce
OkabeIto,"['#E69F00FF', '#56B4E9FF', '#009E73FF', '#F0E442FF', '#0072B2FF', '#D55E00FF', '#CC79A7FF', '#999999FF']",colorblindr
OkabeIto_black,"['#E69F00FF', '#56B4E9FF', '#009E73FF', '#F0E442FF', '#0072B2FF', '#D55E00FF', '#CC79A7FF', '#000000FF']",colorblindr
rose_crowned_fruit_dove,"['#BD338FFF', '#EB8252FF', '#F5DC83FF', '#CDD4DCFF', '#8098A2FF', '#8FA33FFF', '#5F7929FF', '#014820FF']",feathers
princess_parrot,"['#7090C9FF', '#8CB3DEFF', '#AFBE9FFF', '#616020FF', '#6EB245FF', '#214917FF', '#CF2236FF', '#D683ADFF']",feathers
cassowary,"['#BDA14DFF', '#3EBCB6FF', '#0169C4FF', '#153460FF', '#D5114EFF', '#A56EB6FF', '#4B1C57FF', '#09090CFF']",feathers
pegasi,"['#552F31FF', '#DC363BFF', '#EE5D36FF', '#EFCF40FF', '#698E7CFF', '#315886FF', '#2B2D2DFF', '#CBB193FF']",futurevisions
trappest,"['#0E100FFF', '#181223FF', '#2D2546FF', '#723349FF', '#D32930FF', '#111E33FF', '#273973FF', '#4882B6FF']",futurevisions
default_nejm,"['#BC3C29FF', '#0072B5FF', '#E18727FF', '#20854EFF', '#7876B1FF', '#6F99ADFF', '#FFDC91FF', '#EE4C97FF']",ggsci
colorblind,"['#000000FF', '#E69F00FF', '#56B4E9FF', '#009E73FF', '#F0E442FF', '#0072B2FF', '#D55E00FF', '#CC79A7FF']",ggthemes
Summer,"['#BFB202FF', '#B9CA5DFF', '#CF3E53FF', '#F1788DFF', '#00A2B3FF', '#97CFD0FF', '#F3A546FF', '#F7C480FF']",ggthemes
istanbul,"['#888485FF', '#BF8967FF', '#A4ADBAFF', '#D1CDCDFF', '#A7ABB0FF', '#BAB5B5FF', '#4E6279FF', '#B1AFA4FF']",IslamicArt
istanbul3,"['#896C51FF', '#D9682BFF', '#BF964AFF', '#7D8795FF', '#F7C145FF', '#B56F2BFF', '#6A5557FF', '#D88D36FF']",IslamicArt
konya,"['#94856EFF', '#E2BE8AFF', '#BFBDBAFF', '#2A696EFF', '#69C1C5FF', '#8BDFE5FF', '#CEC4A8FF', '#848A8AFF']",IslamicArt
fes,"['#C8876EFF', '#5A4532FF', '#2F533CFF', '#63764EFF', '#A87735FF', '#F3C571FF', '#EEB043FF', '#E0D2B5FF']",IslamicArt
cordoba,"['#594B3FFF', '#525A5EFF', '#886A50FF', '#E9AA52FF', '#F7D380FF', '#CA6C3DFF', '#D6B478FF', '#B6966CFF']",IslamicArt
okabeito,"['#000000FF', '#E69F00FF', '#56B4E9FF', '#009E73FF', '#F0E442FF', '#0072B2FF', '#D55E00FF', '#CC79A7FF']",khroma
okabeitoblack,"['#E69F00FF', '#56B4E9FF', '#009E73FF', '#F0E442FF', '#0072B2FF', '#D55E00FF', '#CC79A7FF', '#000000FF']",khroma
pal6,"['#558AA6FF', '#B1740FFF', '#D5006AFF', '#08585AFF', '#FFFD98FF', '#9449D2FF', '#BBBE64FF', '#D7263DFF']",jcolors
pal7,"['#1D3554FF', '#DFE07CFF', '#7F8E39FF', '#42858CFF', '#E48F1BFF', '#570D32FF', '#E5C616FF', '#D33B44FF']",jcolors
reading,"['#EFBC68FF', '#919F89FF', '#EDBDAEFF', '#57717CFF', '#5F97A4FF', '#CAEAC8FF', '#95A1AEFF', '#C8CFD6FF']",ltc
Cassatt1,"['#B1615CFF', '#D88782FF', '#E3ABA7FF', '#EDD7D9FF', '#C9C9DDFF', '#9D9DC7FF', '#8282AAFF', '#5A5A83FF']",MetBrewer
Homer1,"['#551F00FF', '#A62F00FF', '#DF7700FF', '#F5B642FF', '#FFF179FF', '#C3F4F6FF', '#6AD5E8FF', '#32B2DAFF']",MetBrewer
Ingres,"['#041D2CFF', '#06314EFF', '#18527EFF', '#2E77ABFF', '#D1B252FF', '#A97F2FFF', '#7E5522FF', '#472C0BFF']",MetBrewer
Isfahan1,"['#4E3910FF', '#845D29FF', '#AE8548FF', '#E3C28BFF', '#4FB6CAFF', '#178F92FF', '#175F5DFF', '#054544FF']",MetBrewer
Morgenstern,"['#98768EFF', '#B08BA5FF', '#C7A2B6FF', '#DFBBC8FF', '#FFC680FF', '#FFB178FF', '#DB8872FF', '#A56457FF']",MetBrewer
Nizami,"['#DD7867FF', '#B83326FF', '#C8570DFF', '#EDB144FF', '#8CC8BCFF', '#7DA7EAFF', '#5773C0FF', '#1D4497FF']",MetBrewer
Tam,"['#FFD353FF', '#FFB242FF', '#EF8737FF', '#DE4F33FF', '#BB292CFF', '#9F2D55FF', '#62205FFF', '#341648FF']",MetBrewer
Thomas,"['#B24422FF', '#C44D76FF', '#4457A5FF', '#13315FFF', '#B1A1CCFF', '#59386CFF', '#447861FF', '#7CAF5CFF']",MetBrewer
Tiepolo,"['#802417FF', '#C06636FF', '#CE9344FF', '#E8B960FF', '#646E3BFF', '#2B5851FF', '#508EA2FF', '#17486FFF']",MetBrewer
Troy,"['#421401FF', '#6C1D0EFF', '#8B3A2BFF', '#C27668FF', '#7BA0B4FF', '#44728CFF', '#235070FF', '#0A2D46FF']",MetBrewer
VanGogh2,"['#BD3106FF', '#D9700EFF', '#E9A00EFF', '#EEBE04FF', '#5B7314FF', '#C3D6CEFF', '#89A6BBFF', '#454B87FF']",MetBrewer
VanGogh3,"['#E7E5CCFF', '#C2D6A4FF', '#9CC184FF', '#669D62FF', '#3C7C3DFF', '#1F5B25FF', '#1E3D14FF', '#192813FF']",MetBrewer
GeneralGrant,"['#FBE697FF', '#F3AE6DFF', '#516888FF', '#C9DACAFF', '#14232AFF', '#557780FF', '#1F304AFF', '#802729FF']",nationalparkcolors
moose_pond,"['#4B3232FF', '#7D4B32FF', '#966432FF', '#AF7D32FF', '#E19632FF', '#E1AF4BFF', '#C8C896FF', '#4B4B4BFF']",nord
red_mountain,"['#7D3232FF', '#7D4B4BFF', '#7D6464FF', '#AF967DFF', '#FAC87DFF', '#E1AF64FF', '#C8964BFF', '#32324BFF']",nord
namatjira_qual,"['#D8F0F0FF', '#786060FF', '#D8C0A8FF', '#A86030FF', '#A890A8FF', '#486090FF', '#A89078FF', '#F0A860FF']",ochRe
namatjira_div,"['#786060FF', '#486090FF', '#A890A8FF', '#D8F0F0FF', '#F0A860FF', '#D8C0A8FF', '#A89078FF', '#A86030FF']",ochRe
parliament,"['#A84848FF', '#F0D8D8FF', '#304830FF', '#909078FF', '#607890FF', '#90A8A8FF', '#906030FF', '#C0A890FF']",ochRe
kakuna,"['#E0A858FF', '#F8D068FF', '#885800FF', '#F8E098FF', '#B07800FF', '#686868FF', '#383838FF', '#F8F8F8FF']",palettetown
abra,"['#F8E828FF', '#D0B000FF', '#886000FF', '#F8F878FF', '#603000FF', '#906810FF', '#A88028FF', '#D0B050FF']",palettetown
muk,"['#905898FF', '#C098B0FF', '#E0B8D8FF', '#583070FF', '#E8D8E8FF', '#808898FF', '#404858FF', '#A8B0B8FF']",palettetown
gastly,"['#B890B0FF', '#D0A8C8FF', '#503058FF', '#886080FF', '#704868FF', '#D8D8D8FF', '#B02810FF', '#D85038FF']",palettetown
rhyhorn,"['#B8B8C8FF', '#8080A8FF', '#404058FF', '#E0E0E8FF', '#585878FF', '#580800FF', '#F8F8F8FF', '#A83828FF']",palettetown
wobbuffet,"['#4898B8FF', '#68B8D8FF', '#98D0E8FF', '#207090FF', '#284850FF', '#505050FF', '#808080FF', '#F8F8F8FF']",palettetown
cascoon,"['#E8D0E0FF', '#D8B0E0FF', '#686070FF', '#A898B8FF', '#181818FF', '#888890FF', '#E8E0F8FF', '#A8A8B0FF']",palettetown
dreaming,"['#DCEAEAFF', '#7CC3C9FF', '#E1650BFF', '#996244FF', '#A83600FF', '#519B9AFF', '#3D726AFF', '#03424BFF']",miscpalettes
jojo,"['#FAB5C8FF', '#F67E99FF', '#F54E6CFF', '#AB553EFF', '#EDC580FF', '#E0A55FFF', '#FDAB7BFF', '#9E3B00FF']",miscpalettes
beach,"['#CDD2CCFF', '#F2DCC4FF', '#E6C2A2FF', '#E5A488FF', '#FF8460FF', '#BCBDB7FF', '#997457FF', '#573617FF']",miscpalettes
waterfall,"['#91969AFF', '#6A7473FF', '#565551FF', '#383B34FF', '#AAE8FFFF', '#15100CFF', '#004E5BFF', '#10AEC9FF']",miscpalettes
sunset,"['#FDA380FF', '#E17489FF', '#CF5483FF', '#FE8BB2FF', '#B6CAC1FF', '#98E2E3FF', '#57ADBAFF', '#5F4E3CFF']",miscpalettes
Abbott,"['#950404FF', '#E04B28FF', '#C38961FF', '#9F5630FF', '#388F30FF', '#0F542FFF', '#007D82FF', '#004042FF']",MoMAColors
Levine1,"['#E0D9B2FF', '#818053FF', '#6B3848FF', '#8B3E50FF', '#D5BB6CFF', '#3F3A4BFF', '#474C66FF', '#A5806FFF']",MoMAColors
Lupi,"['#61BEA4FF', '#B6E7E0FF', '#AA3F5DFF', '#DAA5ACFF', '#98A54FFF', '#2E92A2FF', '#FFB651FF', '#D85A44FF']",MoMAColors
Rattner,"['#DE8E69FF', '#F1BE99FF', '#C1BD38FF', '#7A9132FF', '#4C849AFF', '#184363FF', '#5D5686FF', '#A39FC9FF']",MoMAColors
Cool,"['#112AC6FF', '#539BE2FF', '#161066FF', '#40234CFF', '#073F93FF', '#2C6CCCFF', '#265121FF', '#04422CFF']",palettesForR
Accent,"['#7FC97FFF', '#BEAED4FF', '#FDC086FF', '#FFFF99FF', '#386CB0FF', '#F0027FFF', '#BF5B17FF', '#666666FF']",RColorBrewer
Dark2,"['#1B9E77FF', '#D95F02FF', '#7570B3FF', '#E7298AFF', '#66A61EFF', '#E6AB02FF', '#A6761DFF', '#666666FF']",RColorBrewer
Pastel2,"['#B3E2CDFF', '#FDCDACFF', '#CBD5E8FF', '#F4CAE4FF', '#E6F5C9FF', '#FFF2AEFF', '#F1E2CCFF', '#CCCCCCFF']",RColorBrewer
Set2,"['#66C2A5FF', '#FC8D62FF', '#8DA0CBFF', '#E78AC3FF', '#A6D854FF', '#FFD92FFF', '#E5C494FF', '#B3B3B3FF']",RColorBrewer
qMSO12,"['#EEECE1FF', '#1F497DFF', '#4F81BDFF', '#C0504DFF', '#9BBB59FF', '#8064A2FF', '#4BACC6FF', '#F79646FF']",Redmonder
qMSO15,"['#E7E6E6FF', '#44546AFF', '#5B9BD5FF', '#ED7D31FF', '#A5A5A5FF', '#FFC000FF', '#4472C4FF', '#70AD47FF']",Redmonder
qMSOBuWarm,"['#ACCBF9FF', '#242852FF', '#4A66ACFF', '#629DD1FF', '#297FD5FF', '#7F8FA9FF', '#5AA2AEFF', '#9D90A0FF']",Redmonder
qMSOBu,"['#DBEFF9FF', '#17406DFF', '#0F6FC6FF', '#009DD9FF', '#0BD0D9FF', '#10CF9BFF', '#7CCA62FF', '#A5C249FF']",Redmonder
qMSOBu2,"['#DFE3E5FF', '#335B74FF', '#1CADE4FF', '#2683C6FF', '#27CED7FF', '#42BA97FF', '#3E8853FF', '#62A39FFF']",Redmonder
qMSOBuGn,"['#CEDBE6FF', '#373545FF', '#3494BAFF', '#58B6C0FF', '#75BDA7FF', '#7A8C8EFF', '#84ACB6FF', '#2683C6FF']",Redmonder
qMSOGn,"['#E3DED1FF', '#455F51FF', '#549E39FF', '#8AB833FF', '#C0CF3AFF', '#029676FF', '#4AB5C4FF', '#098975FF']",Redmonder
qMSOGnYl,"['#E2DFCCFF', '#455F51FF', '#99CB38FF', '#63A537FF', '#37A76FFF', '#44C1A3FF', '#4EB3CFFF', '#51C3F9FF']",Redmonder
qMSOYl,"['#E5DEDBFF', '#39302AFF', '#E1CA08FF', '#F8931DFF', '#CE8D3EFF', '#EC7016FF', '#E64823FF', '#9C6A6AFF']",Redmonder
qMSOYlOr,"['#FBEEC9FF', '#4E3B30FF', '#F0A22EFF', '#A5644EFF', '#B58B80FF', '#C3986DFF', '#A19574FF', '#C17529FF']",Redmonder
qMSOOr,"['#CCDDEAFF', '#637052FF', '#E48312FF', '#BD582CFF', '#865640FF', '#9B8357FF', '#C2BC80FF', '#94A088FF']",Redmonder
qMSOOrRd,"['#E9E5DCFF', '#696464FF', '#D34917FF', '#9B2D1FFF', '#A28E6AFF', '#956251FF', '#918485FF', '#855D5DFF']",Redmonder
qMSORdOr,"['#EEECE1FF', '#505046FF', '#E84C22FF', '#E1BD47FF', '#B64926FF', '#FF8427FF', '#CC9900FF', '#B22600FF']",Redmonder
qMSORd,"['#E5C243FF', '#323232FF', '#A5300FFF', '#D55816FF', '#E19825FF', '#B19C7DFF', '#7F5F52FF', '#B27D49FF']",Redmonder
qMSORdPu,"['#D8D9DCFF', '#454551FF', '#E32D91FF', '#C830CCFF', '#4EA6DCFF', '#4775E7FF', '#8971E1FF', '#D54773FF']",Redmonder
qMSOPu,"['#DCD8DCFF', '#373545FF', '#AD84C6FF', '#8784C7FF', '#5D739AFF', '#6997AFFF', '#84ACB6FF', '#6F8183FF']",Redmonder
qMSOPu2,"['#EAE5EBFF', '#632E62FF', '#92278FFF', '#9B57D3FF', '#755DD9FF', '#665EB8FF', '#45A5EDFF', '#5982DBFF']",Redmonder
qMSOMed,"['#EBDDC3FF', '#775F55FF', '#94B6D2FF', '#DD8047FF', '#A5AB81FF', '#D8B25CFF', '#7BA79DFF', '#968C8CFF']",Redmonder
qMSOPap,"['#FEFAC9FF', '#444D26FF', '#A5B592FF', '#F3A447FF', '#E7BC29FF', '#D092A7FF', '#9C85C0FF', '#809EC2FF']",Redmonder
qMSOMrq,"['#DDDDDDFF', '#5E5E5EFF', '#418AB3FF', '#A6B727FF', '#F69200FF', '#838383FF', '#FEC306FF', '#DF5327FF']",Redmonder
qMSOSlp,"['#B4DCFAFF', '#212745FF', '#4E67C8FF', '#5ECCF3FF', '#A7EA52FF', '#5DCEAFFF', '#FF8021FF', '#F14124FF']",Redmonder
qMSOAsp,"['#E3DED1FF', '#323232FF', '#F07F09FF', '#9F2936FF', '#1B587CFF', '#4E8542FF', '#604878FF', '#C19859FF']",Redmonder
qPBI,"['#00B8AAFF', '#374649FF', '#FD625EFF', '#F2C811FF', '#5F6B6DFF', '#8AD4EBFF', '#FE9666FF', '#A66999FF']",Redmonder
smarties,"['#FF96C8FF', '#783C8CFF', '#506EBEFF', '#64AA00FF', '#FFDC14FF', '#FF6400FF', '#DC0000FF', '#641414FF']",RSkittleBrewer
breen,"['#56483DFF', '#332822FF', '#DFCDB9FF', '#996601FF', '#8BC95AFF', '#6C696FFF', '#F1E899FF', '#EE711EFF']",trekcolors
lcars_2369,"['#9999CCFF', '#9999FFFF', '#CC99CCFF', '#CC6699FF', '#CC6666FF', '#FF9966FF', '#FF9900FF', '#FFCC66FF']",trekcolors
lcars_2375,"['#6688CCFF', '#4455BBFF', '#9977AAFF', '#774466FF', '#DD6644FF', '#AA5533FF', '#BB6622FF', '#EE9955FF']",trekcolors
lcars_2379,"['#CCDDFFFF', '#5599FFFF', '#3366FFFF', '#0011EEFF', '#000088FF', '#BBAA55FF', '#BB4411FF', '#882211FF']",trekcolors
lcars_first_contact,"['#C198B0FF', '#B46757FF', '#AE697DFF', '#97567BFF', '#C67825FF', '#B28452FF', '#C2B74BFF', '#BEBCDFFF']",trekcolors
lcars_29c,"['#39C924FF', '#72E2E4FF', '#20788CFF', '#24BEE2FF', '#BC956EFF', '#D19FA2FF', '#805070FF', '#2062EEFF']",trekcolors
