name,palette,source,kind,paletteer-kind
blueyellow,"['#0000FCFF', '#0303FAFF', '#0505F7FF', '#0808F5FF', '#0A0AF2FF', '#0D0DF0FF', '#0F0FEDFF', '#1212EBFF', '#1414E8FF', '#1717E6FF', '#1A1AE3FF', '#1C1CE0FF', '#1F1FDEFF', '#2121DBFF', '#2424D9FF', '#2626D6FF', '#2929D4FF', '#2B2BD1FF', '#2E2ECFFF', '#3030CCFF', '#3333C9FF', '#3636C7FF', '#3838C4FF', '#3B3BC2FF', '#3D3DBFFF', '#4040BDFF', '#4242BAFF', '#4545B8FF', '#4747B5FF', '#4A4AB3FF', '#4D4DB0FF', '#4F4FADFF', '#5252ABFF', '#5454A8FF', '#5757A6FF', '#5959A3FF', '#5C5CA1FF', '#5E5E9EFF', '#61619CFF', '#636399FF', '#666696FF', '#696994FF', '#6B6B91FF', '#6E6E8FFF', '#70708CFF', '#73738AFF', '#757587FF', '#787885FF', '#7A7A82FF', '#7D7D80FF', '#80807DFF', '#82827AFF', '#858578FF', '#878775FF', '#8A8A73FF', '#8C8C70FF', '#8F8F6EFF', '#91916BFF', '#949469FF', '#969666FF', '#999963FF', '#9C9C61FF', '#9E9E5EFF', '#A1A15CFF', '#A3A359FF', '#A6A657FF', '#A8A854FF', '#ABAB52FF', '#ADAD4FFF', '#B0B04DFF', '#B3B34AFF', '#B5B547FF', '#B8B845FF', '#BABA42FF', '#BDBD40FF', '#BFBF3DFF', '#C2C23BFF', '#C4C438FF', '#C7C736FF', '#C9C933FF', '#CCCC30FF', '#CFCF2EFF', '#D1D12BFF', '#D4D429FF', '#D6D626FF', '#D9D924FF', '#DBDB21FF', '#DEDE1FFF', '#E0E01CFF', '#E3E31AFF', '#E6E617FF', '#E8E814FF', '#EBEB12FF', '#EDED0FFF', '#F0F00DFF', '#F2F20AFF', '#F5F508FF', '#F7F705FF', '#FAFA03FF', '#FCFC00FF']",The R package: {oompaBase},diverging-1,discrete-diverging
bobcats,"['#0C2340FF', '#418FDEFF', '#1B365DFF', '#E35205FF', '#888B8DFF']",The R package: {nbapalettes},qualitative,discrete-qualitative
bobcats_original,"['#F9423AFF', '#1B365DFF', '#8D9093FF', '#010101FF']",The R package: {nbapalettes},qualitative,discrete-qualitative
bone,"['#000000', '#010101', '#020202', '#030304', '#040305', '#040406', '#050507', '#060609', '#07070a', '#08080b', '#09090c', '#0a0a0d', '#0a0a0f', '#0b0b10', '#0c0c11', '#0d0d12', '#0e0e13', '#0f0f15', '#101016', '#111117', '#121118', '#12121a', '#13131b', '#14141c', '#15151d', '#16161e', '#171720', '#181821', '#181822', '#191923', '#1a1a25', '#1b1b26', '#1c1c27', '#1d1d28', '#1e1e29', '#1f1f2b', '#201f2c', '#20202d', '#21212e', '#22222f', '#232331', '#242432', '#252533', '#262634', '#262636', '#272737', '#282838', '#292939', '#2a2a3a', '#2b2b3c', '#2c2c3d', '#2d2d3e', '#2e2d3f', '#2e2e41', '#2f2f42', '#303043', '#313144', '#323245', '#333347', '#343448', '#343449', '#35354a', '#36364b', '#37374d', '#38384e', '#39394f', '#3a3a50', '#3b3b52', '#3c3b53', '#3c3c54', '#3d3d55', '#3e3e56', '#3f3f58', '#404059', '#41415a', '#42425b', '#42425d', '#43435e', '#44445f', '#454560', '#464661', '#474763', '#484864', '#494965', '#4a4966', '#4a4a67', '#4b4b69', '#4c4c6a', '#4d4d6b', '#4e4e6c', '#4f4f6e', '#50506f', '#505070', '#515171', '#525372', '#535473', '#545574', '#555675', '#565776', '#575976', '#575a77', '#585b78', '#595c79', '#5a5d7a', '#5b5f7b', '#5c607c', '#5d617d', '#5e627d', '#5e637e', '#5f657f', '#606680', '#616781', '#626882', '#636983', '#646b84', '#656c84', '#666d85', '#666e86', '#676f87', '#687188', '#697289', '#6a738a', '#6b748b', '#6c758b', '#6c778c', '#6d788d', '#6e798e', '#6f7a8f', '#707b90', '#717d91', '#727e92', '#737f92', '#738093', '#748194', '#758395', '#768496', '#778597', '#788698', '#798799', '#7a8999', '#7a8a9a', '#7b8b9b', '#7c8c9c', '#7d8d9d', '#7e8f9e', '#7f909f', '#8091a0', '#8192a0', '#8194a1', '#8295a2', '#8396a3', '#8497a4', '#8598a5', '#869aa6', '#879ba7', '#889ca7', '#889da8', '#899ea9', '#8aa0aa', '#8ba1ab', '#8ca2ac', '#8da3ad', '#8ea4ae', '#8fa6ae', '#8fa7af', '#90a8b0', '#91a9b1', '#92aab2', '#93acb3', '#94adb4', '#95aeb5', '#96afb5', '#96b0b6', '#97b2b7', '#98b3b8', '#99b4b9', '#9ab5ba', '#9bb6bb', '#9cb8bc', '#9db9bc', '#9dbabd', '#9ebbbe', '#9fbcbf', '#a0bec0', '#a1bfc1', '#a2c0c2', '#a3c1c3', '#a4c2c3', '#a4c4c4', '#a5c5c5', '#a6c6c6', '#a7c7c7', '#a9c8c8', '#aac9c9', '#accaca', '#adcaca', '#aecbcb', '#b0cccc', '#b1cdcd', '#b2cece', '#b4cfcf', '#b5d0d0', '#b7d1d1', '#b8d2d1', '#b9d2d2', '#bbd3d3', '#bcd4d4', '#bdd5d5', '#bfd6d6', '#c0d7d7', '#c1d8d8', '#c3d8d8', '#c4d9d9', '#c6dada', '#c7dbdb', '#c8dcdc', '#cadddd', '#cbdede', '#ccdfdf', '#cee0df', '#cfe0e0', '#d1e1e1', '#d2e2e2', '#d3e3e3', '#d5e4e4', '#d6e5e5', '#d7e6e6', '#d9e6e6', '#dae7e7', '#dbe8e8', '#dde9e9', '#deeaea', '#e0ebeb', '#e1ecec', '#e2eded', '#e4eeed', '#e5eeee', '#e6efef', '#e8f0f0', '#e9f1f1', '#eaf2f2', '#ecf3f3', '#edf4f4', '#eff4f4', '#f0f5f5', '#f1f6f6', '#f3f7f7', '#f4f8f8', '#f5f9f9', '#f7fafa', '#f8fbfb', '#fafcfb', '#fbfcfc', '#fcfdfd', '#fefefe', '#ffffff']",matplotlib/seaborn builtin,unknown,unknown
bone_r,"['#ffffff', '#fefefe', '#fcfdfd', '#fbfcfc', '#fafcfb', '#f8fbfb', '#f7fafa', '#f5f9f9', '#f4f8f8', '#f3f7f7', '#f1f6f6', '#f0f5f5', '#eff4f4', '#edf4f4', '#ecf3f3', '#eaf2f2', '#e9f1f1', '#e8f0f0', '#e6efef', '#e5eeee', '#e4eeed', '#e2eded', '#e1ecec', '#e0ebeb', '#deeaea', '#dde9e9', '#dbe8e8', '#dae7e7', '#d9e6e6', '#d7e6e6', '#d6e5e5', '#d5e4e4', '#d3e3e3', '#d2e2e2', '#d1e1e1', '#cfe0e0', '#cee0df', '#ccdfdf', '#cbdede', '#cadddd', '#c8dcdc', '#c7dbdb', '#c6dada', '#c4d9d9', '#c3d8d8', '#c1d8d8', '#c0d7d7', '#bfd6d6', '#bdd5d5', '#bcd4d4', '#bbd3d3', '#b9d2d2', '#b8d2d1', '#b7d1d1', '#b5d0d0', '#b4cfcf', '#b2cece', '#b1cdcd', '#b0cccc', '#aecbcb', '#adcaca', '#accaca', '#aac9c9', '#a9c8c8', '#a7c7c7', '#a6c6c6', '#a5c5c5', '#a4c4c4', '#a4c2c3', '#a3c1c3', '#a2c0c2', '#a1bfc1', '#a0bec0', '#9fbcbf', '#9ebbbe', '#9dbabd', '#9db9bc', '#9cb8bc', '#9bb6bb', '#9ab5ba', '#99b4b9', '#98b3b8', '#97b2b7', '#96b0b6', '#96afb5', '#95aeb5', '#94adb4', '#93acb3', '#92aab2', '#91a9b1', '#90a8b0', '#90a7af', '#8fa6ae', '#8ea4ae', '#8da3ad', '#8ca2ac', '#8ba1ab', '#8aa0aa', '#899ea9', '#889da8', '#889ca7', '#879ba7', '#869aa6', '#8598a5', '#8497a4', '#8396a3', '#8295a2', '#8294a1', '#8192a0', '#8091a0', '#7f909f', '#7e8f9e', '#7d8d9d', '#7c8c9c', '#7b8b9b', '#7a8a9a', '#7a8999', '#798799', '#788698', '#778597', '#768496', '#758395', '#748194', '#738093', '#737f92', '#727e92', '#717d91', '#707b90', '#6f7a8f', '#6e798e', '#6d788d', '#6c778c', '#6c758b', '#6b748b', '#6a738a', '#697289', '#687188', '#676f87', '#666e86', '#666d85', '#656c84', '#646b84', '#636983', '#626882', '#616781', '#606680', '#5f657f', '#5e637e', '#5e627d', '#5d617d', '#5c607c', '#5b5f7b', '#5a5d7a', '#595c79', '#585b78', '#575a77', '#575976', '#565776', '#555675', '#545574', '#535473', '#525372', '#515171', '#505070', '#50506f', '#4f4f6e', '#4e4e6c', '#4d4d6b', '#4c4c6a', '#4b4b69', '#4a4a67', '#494966', '#494965', '#484864', '#474763', '#464661', '#454560', '#44445f', '#43435e', '#42425d', '#42425b', '#41415a', '#404059', '#3f3f58', '#3e3e56', '#3d3d55', '#3c3c54', '#3b3b53', '#3b3b52', '#3a3a50', '#39394f', '#38384e', '#37374d', '#36364b', '#35354a', '#343449', '#343448', '#333347', '#323245', '#313144', '#303043', '#2f2f42', '#2e2e41', '#2d2d3f', '#2d2d3e', '#2c2c3d', '#2b2b3c', '#2a2a3a', '#292939', '#282838', '#272737', '#272636', '#262634', '#252533', '#242432', '#232331', '#22222f', '#21212e', '#20202d', '#201f2c', '#1f1f2b', '#1e1e29', '#1d1d28', '#1c1c27', '#1b1b26', '#1a1a25', '#191923', '#181822', '#181821', '#171720', '#16161e', '#15151d', '#14141c', '#13131b', '#12121a', '#111118', '#111117', '#101016', '#0f0f15', '#0e0e13', '#0d0d12', '#0c0c11', '#0b0b10', '#0a0a0f', '#0a0a0d', '#09090c', '#08080b', '#07070a', '#060609', '#050507', '#040406', '#030305', '#030304', '#020202', '#010101', '#000000']",matplotlib/seaborn builtin,unknown,unknown
borg,"['#1A1A1AFF', '#323232FF', '#4A4A4AFF', '#636363FF', '#7B7B7BFF', '#939393FF', '#ACACACFF', '#C4C4C4FF', '#DDDDDDFF']",The R package: {trekcolors},sequential,discrete-sequential
bouilloire_et_fruits,"['#D2C396FF', '#A5693CFF', '#5A4B3CFF', '#2D2D3CFF', '#4B5A69FF', '#697878FF', '#A5A596FF', '#96875AFF', '#A5872DFF']",The R package: {impressionist.colors},qualitative,discrete-qualitative
bpalette,"['#C62828FF', '#F44336FF', '#9C27B0FF', '#673AB7FF', '#3F51B5FF', '#2196F3FF', '#29B6F6FF', '#006064FF', '#009688FF', '#4CAF50FF', '#8BC34AFF', '#FFEB3BFF', '#FF9800FF', '#795548FF', '#9E9E9EFF', '#607D8BFF']",The R package: {awtools},qualitative,discrete-qualitative
brassolis_sophorae,"['#714E3BFF', '#D3AA6AFF', '#AC895FFF', '#AD7F5DFF', '#936950FF']",The R package: {ButterflyColors},qualitative,discrete-qualitative
brave,"['#A8643BFF', '#B65B23FF', '#94220EFF', '#272D17FF', '#202126FF']",The R package: {yarrr},qualitative,discrete-qualitative
breen,"['#56483DFF', '#332822FF', '#DFCDB9FF', '#996601FF', '#8BC95AFF', '#6C696FFF', '#F1E899FF', '#EE711EFF']",The R package: {trekcolors},qualitative,discrete-qualitative
breen2,"['#7E0500FF', '#A60E00FF', '#CE1800FF', '#DE4300FF', '#EF6F00FF', '#F39600FF', '#F7BD00FF', '#EDD072FF', '#E4E4E4FF']",The R package: {trekcolors},sequential,discrete-sequential
breloom,"['#709030FF', '#000000FF', '#F0D078FF', '#A08050FF', '#D0A868FF', '#90B848FF', '#385018FF', '#604838FF', '#A8D060FF', '#D84828FF', '#A83010FF', '#E87848FF', '#F8E898FF', '#501810FF', '#F8F8F8FF']",The R package: {palettetown},qualitative,discrete-qualitative
brg,"['#0000ff', '#0200fd', '#0400fb', '#0600f9', '#0800f7', '#0a00f5', '#0c00f3', '#0e00f1', '#1000ef', '#1200ed', '#1400eb', '#1600e9', '#1800e7', '#1a00e5', '#1c00e3', '#1e00e1', '#2000df', '#2200dd', '#2400db', '#2600d9', '#2800d7', '#2a00d5', '#2c00d3', '#2e00d1', '#3000cf', '#3200cd', '#3400cb', '#3600c9', '#3800c7', '#3a00c5', '#3c00c3', '#3e00c1', '#4000bf', '#4200bd', '#4400bb', '#4600b9', '#4800b7', '#4a00b5', '#4c00b3', '#4e00b1', '#5000af', '#5200ad', '#5400ab', '#5600a9', '#5800a7', '#5a00a5', '#5c00a3', '#5e00a1', '#60009f', '#62009d', '#64009b', '#660099', '#680097', '#6a0095', '#6c0093', '#6e0091', '#70008f', '#72008d', '#74008b', '#760089', '#780087', '#7a0085', '#7c0083', '#7e0081', '#80007f', '#82007d', '#84007b', '#860079', '#880077', '#8a0075', '#8c0073', '#8e0071', '#90006f', '#92006d', '#94006b', '#960069', '#980067', '#9a0065', '#9c0063', '#9e0061', '#a0005f', '#a2005d', '#a4005b', '#a60059', '#a80057', '#aa0055', '#ac0053', '#ae0051', '#b0004f', '#b2004d', '#b4004b', '#b60049', '#b80047', '#ba0045', '#bc0043', '#be0041', '#c0003f', '#c2003d', '#c4003b', '#c60039', '#c80037', '#ca0035', '#cc0033', '#ce0031', '#d0002f', '#d2002d', '#d4002b', '#d60029', '#d80027', '#da0025', '#dc0023', '#de0021', '#e0001f', '#e2001d', '#e4001b', '#e60019', '#e80017', '#ea0015', '#ec0013', '#ee0011', '#f0000f', '#f2000d', '#f4000b', '#f60009', '#f80007', '#fa0005', '#fc0003', '#fe0001', '#fe0100', '#fc0300', '#fa0500', '#f80700', '#f60900', '#f40b00', '#f20d00', '#f00f00', '#ee1100', '#ec1300', '#ea1500', '#e81700', '#e61900', '#e41b00', '#e21d00', '#e01f00', '#de2100', '#dc2300', '#da2500', '#d82700', '#d62900', '#d42b00', '#d22d00', '#d02f00', '#ce3100', '#cc3300', '#ca3500', '#c83700', '#c63900', '#c43b00', '#c23d00', '#c03f00', '#be4100', '#bc4300', '#ba4500', '#b84700', '#b64900', '#b44b00', '#b24d00', '#b04f00', '#ae5100', '#ac5300', '#aa5500', '#a85700', '#a65900', '#a45b00', '#a25d00', '#a05f00', '#9e6100', '#9c6300', '#9a6500', '#986700', '#966900', '#946b00', '#926d00', '#906f00', '#8e7100', '#8c7300', '#8a7500', '#887700', '#867900', '#847b00', '#827d00', '#807f00', '#7e8100', '#7c8300', '#7a8500', '#788700', '#768900', '#748b00', '#728d00', '#708f00', '#6e9100', '#6c9300', '#6a9500', '#689700', '#669900', '#649b00', '#629d00', '#609f00', '#5ea100', '#5ca300', '#5aa500', '#58a700', '#56a900', '#54ab00', '#52ad00', '#50af00', '#4eb100', '#4cb300', '#4ab500', '#48b700', '#46b900', '#44bb00', '#42bd00', '#40bf00', '#3ec100', '#3cc300', '#3ac500', '#38c700', '#36c900', '#34cb00', '#32cd00', '#30cf00', '#2ed100', '#2cd300', '#2ad500', '#28d700', '#26d900', '#24db00', '#22dd00', '#20df00', '#1ee100', '#1ce300', '#1ae500', '#18e700', '#16e900', '#14eb00', '#12ed00', '#10ef00', '#0ef100', '#0cf300', '#0af500', '#08f700', '#06f900', '#04fb00', '#02fd00', '#00ff00']",matplotlib/seaborn builtin,unknown,unknown
brg_r,"['#00ff00', '#02fd00', '#04fb00', '#06f900', '#08f700', '#0af500', '#0cf300', '#0ef100', '#10ef00', '#12ed00', '#14eb00', '#16e900', '#18e700', '#1ae500', '#1ce300', '#1ee100', '#20df00', '#22dd00', '#24db00', '#26d900', '#28d700', '#2ad500', '#2cd300', '#2ed100', '#30cf00', '#32cd00', '#34cb00', '#36c900', '#38c700', '#3ac500', '#3cc300', '#3ec100', '#40bf00', '#42bd00', '#44bb00', '#46b900', '#48b700', '#4ab500', '#4cb300', '#4eb100', '#50af00', '#52ad00', '#54ab00', '#56a900', '#58a700', '#5aa500', '#5ca300', '#5ea100', '#609f00', '#629d00', '#649b00', '#669900', '#689700', '#6a9500', '#6c9300', '#6e9100', '#708f00', '#728d00', '#748b00', '#768900', '#788700', '#7a8500', '#7c8300', '#7e8100', '#807f00', '#827d00', '#847b00', '#867900', '#887700', '#8a7500', '#8c7300', '#8e7100', '#906f00', '#926d00', '#946b00', '#966900', '#986700', '#9a6500', '#9c6300', '#9e6100', '#a05f00', '#a25d00', '#a45b00', '#a65900', '#a85700', '#aa5500', '#ac5300', '#ae5100', '#b04f00', '#b24d00', '#b44b00', '#b64900', '#b84700', '#ba4500', '#bc4300', '#be4100', '#c03f00', '#c23d00', '#c43b00', '#c63900', '#c83700', '#ca3500', '#cc3300', '#ce3100', '#d02f00', '#d22d00', '#d42b00', '#d62900', '#d82700', '#da2500', '#dc2300', '#de2100', '#e01f00', '#e21d00', '#e41b00', '#e61900', '#e81700', '#ea1500', '#ec1300', '#ee1100', '#f00f00', '#f20d00', '#f40b00', '#f60900', '#f80700', '#fa0500', '#fc0300', '#fe0100', '#fe0001', '#fc0003', '#fa0005', '#f80007', '#f60009', '#f4000b', '#f2000d', '#f0000f', '#ee0011', '#ec0013', '#ea0015', '#e80017', '#e60019', '#e4001b', '#e2001d', '#e0001f', '#de0021', '#dc0023', '#da0025', '#d80027', '#d60029', '#d4002b', '#d2002d', '#d0002f', '#ce0031', '#cc0033', '#ca0035', '#c80037', '#c60039', '#c4003b', '#c2003d', '#c0003f', '#be0041', '#bc0043', '#ba0045', '#b80047', '#b60049', '#b4004b', '#b2004d', '#b0004f', '#ae0051', '#ac0053', '#aa0055', '#a80057', '#a60059', '#a4005b', '#a2005d', '#a0005f', '#9e0061', '#9c0063', '#9a0065', '#980067', '#960069', '#94006b', '#92006d', '#90006f', '#8e0071', '#8c0073', '#8a0075', '#880077', '#860079', '#84007b', '#82007d', '#80007f', '#7e0081', '#7c0083', '#7a0085', '#780087', '#760089', '#74008b', '#72008d', '#70008f', '#6e0091', '#6c0093', '#6a0095', '#680097', '#660099', '#64009b', '#62009d', '#60009f', '#5e00a1', '#5c00a3', '#5a00a5', '#5800a7', '#5600a9', '#5400ab', '#5200ad', '#5000af', '#4e00b1', '#4c00b3', '#4a00b5', '#4800b7', '#4600b9', '#4400bb', '#4200bd', '#4000bf', '#3e00c1', '#3c00c3', '#3a00c5', '#3800c7', '#3600c9', '#3400cb', '#3200cd', '#3000cf', '#2e00d1', '#2c00d3', '#2a00d5', '#2800d7', '#2600d9', '#2400db', '#2200dd', '#2000df', '#1e00e1', '#1c00e3', '#1a00e5', '#1800e7', '#1600e9', '#1400eb', '#1200ed', '#1000ef', '#0e00f1', '#0c00f3', '#0a00f5', '#0800f7', '#0600f9', '#0400fb', '#0200fd', '#0000ff']",matplotlib/seaborn builtin,unknown,unknown
briefcases,"['#C2697FFF', '#FDDFA4FF', '#B4B9E0FF', '#513965FF', '#201B43FF', '#2C3778FF']",The R package: {DresdenColor},qualitative,discrete-qualitative
bright,"['#023eff', '#ff7c00', '#1ac938', '#e8000b', '#8b2be2', '#9f4800', '#f14cc1', '#a3a3a3', '#ffc400', '#00d7ff']",matplotlib/seaborn builtin,,
brightPastel,"['#418CF0FF', '#FCB441FF', '#E0400AFF', '#056492FF', '#BFBFBFFF', '#1A3B69FF', '#FFE382FF', '#129CDDFF', '#CA6B4BFF', '#005CDBFF', '#F3D288FF', '#506381FF', '#F1B9A8FF', '#E0830AFF', '#7893BEFF']",The R package: {miscpalettes},qualitative,discrete-qualitative
broc,"['#2C194CFF', '#2C1A4DFF', '#2C1D4EFF', '#2C1E51FF', '#2C1F52FF', '#2B2053FF', '#2B2254FF', '#2B2457FF', '#2B2659FF', '#2B2659FF', '#2B285BFF', '#2B2B5DFF', '#2B2C5FFF', '#2A2D5FFF', '#2A2E61FF', '#2A3163FF', '#2A3265FF', '#2A3366FF', '#2A3467FF', '#28376AFF', '#28386BFF', '#28396CFF', '#283B6DFF', '#283D70FF', '#283F72FF', '#283F72FF', '#284174FF', '#284476FF', '#284578FF', '#284679FF', '#28487AFF', '#284A7DFF', '#284C7EFF', '#2A4D7FFF', '#2A4E81FF', '#2B5183FF', '#2B5285FF', '#2C5485FF', '#2C5587FF', '#2D5888FF', '#2E598BFF', '#305B8CFF', '#325D8DFF', '#335F8EFF', '#336091FF', '#356392FF', '#386492FF', '#396694FF', '#3A6796FF', '#3D6A97FF', '#3F6C99FF', '#406C99FF', '#436E9AFF', '#45719DFF', '#47729EFF', '#4A739FFF', '#4C769FFF', '#4D78A1FF', '#5079A3FF', '#527BA4FF', '#547DA5FF', '#577FA6FF', '#5980A7FF', '#5B83A9FF', '#5E84AAFF', '#5F85ABFF', '#6387ACFF', '#658AADFF', '#668CAEFF', '#6A8CB0FF', '#6C8EB2FF', '#6D91B2FF', '#7192B3FF', '#7294B4FF', '#7496B7FF', '#7898B8FF', '#7999B8FF', '#7B9BB9FF', '#7F9EBBFF', '#809FBDFF', '#84A0BEFF', '#85A3BFFF', '#87A5C0FF', '#8BA6C1FF', '#8CA9C3FF', '#8EAAC5FF', '#92ACC5FF', '#93ADC6FF', '#97B0C7FF', '#99B2CAFF', '#9BB3CBFF', '#9EB4CCFF', '#9FB7CCFF', '#A3B8CEFF', '#A5BAD0FF', '#A7BDD1FF', '#AABFD2FF', '#ACC0D3FF', '#AEC1D4FF', '#B2C4D6FF', '#B3C5D8FF', '#B6C7D8FF', '#B8CAD9FF', '#BACCDCFF', '#BECDDDFF', '#BFD0DEFF', '#C3D1DFFF', '#C5D2E0FF', '#C7D4E1FF', '#CAD7E3FF', '#CCD8E4FF', '#CEDAE5FF', '#D2DDE6FF', '#D3DEE7FF', '#D6DFE9FF', '#D8E1EAFF', '#DAE4EBFF', '#DDE5EBFF', '#DFE6ECFF', '#E1E7ECFF', '#E4EAEDFF', '#E5EBEDFF', '#E6EBEEFF', '#E9EDEEFF', '#EBEEEEFF', '#EBF0EEFF', '#ECF0EDFF', '#EDF1EDFF', '#EEF1ECFF', '#F0F2EBFF', '#F0F2EBFF', '#F1F2EAFF', '#F1F2E7FF', '#F1F2E6FF', '#F1F1E5FF', '#F0F1E3FF', '#F0F0E0FF', '#F0F0DFFF', '#EEEEDDFF', '#EDEDDAFF', '#ECEDD8FF', '#ECECD7FF', '#EBEBD3FF', '#EBEBD2FF', '#EAEAD0FF', '#E9E9CCFF', '#E7E7CBFF', '#E6E6C9FF', '#E5E5C5FF', '#E5E5C4FF', '#E4E4C1FF', '#E3E3BFFF', '#E1E1BDFF', '#E0DFBAFF', '#DFDFB8FF', '#DEDEB6FF', '#DDDDB2FF', '#DCDCB1FF', '#DADAAEFF', '#D9D9ACFF', '#D8D8AAFF', '#D7D7A7FF', '#D6D6A5FF', '#D4D3A3FF', '#D2D29FFF', '#D2D29EFF', '#D0D09AFF', '#CECE99FF', '#CCCC97FF', '#CBCB93FF', '#CACA92FF', '#C7C78EFF', '#C5C58CFF', '#C4C48BFF', '#C1C187FF', '#BFBF85FF', '#BEBE84FF', '#BBBB81FF', '#B9B97FFF', '#B8B87DFF', '#B6B67AFF', '#B3B379FF', '#B2B277FF', '#B0B074FF', '#ADAD72FF', '#ACAC71FF', '#AAAA70FF', '#A6A66DFF', '#A5A56CFF', '#A3A36AFF', '#A0A067FF', '#9F9F66FF', '#9D9D64FF', '#9A9A63FF', '#999960FF', '#97975FFF', '#94945DFF', '#92925BFF', '#909059FF', '#8D8D58FF', '#8C8C55FF', '#8A8A54FF', '#878752FF', '#858551FF', '#84844EFF', '#81814DFF', '#7F7F4CFF', '#7E7E4AFF', '#7B7B48FF', '#797946FF', '#787845FF', '#767643FF', '#737341FF', '#72723FFF', '#70703EFF', '#6D6D3DFF', '#6C6C3AFF', '#6A6A39FF', '#676738FF', '#666635FF', '#646433FF', '#616133FF', '#5F5F31FF', '#5F5E30FF', '#5D5D2DFF', '#5A5A2CFF', '#59592BFF', '#575728FF', '#545427FF', '#525226FF', '#515125FF', '#4E4E22FF', '#4D4D20FF', '#4C4C1FFF', '#4A4A1EFF', '#47471DFF', '#46461BFF', '#444419FF', '#434319FF', '#404017FF', '#3F3F15FF', '#3D3D14FF', '#3A3B13FF', '#393912FF', '#383811FF', '#353710FF', '#33340DFF', '#33330CFF', '#31320CFF', '#2E300AFF', '#2D2D08FF', '#2C2C06FF', '#2B2B06FF', '#282A04FF', '#272702FF', '#262600FF']",The R package: {khroma},diverging,discrete-diverging
